week_start,approving,disapproving,unsure_or_no_data,BusinessApplications,ConstructionSpending,DurableGoodsNewOrders,InternationalTrade_Exports,ManuInventories,ManuNewOrders,NewHomesForSale,NewHomesSold,ResConstPermits,ResConstUnitsCompleted,ResConstUnitsStarted,RetailInventories,SalesForRetailAndFood,WholesaleInventories,orders_outcome_var
2020-07-19,41.5,55.5,3.0,546415,1473560,218792,171736,692973,430698,290,983,1546,1308,1523,583033,535644,646504,0
2020-07-05,41.5,55.5,3.0,546415,1473560,218792,171736,692973,430698,290,983,1546,1308,1523,583033,535644,646504,2
2020-07-26,41.5,55.5,3.0,546415,1473560,218792,171736,692973,430698,290,983,1546,1308,1523,583033,535644,646504,6
2020-07-12,41.5,55.5,3.0,546415,1473560,218792,171736,692973,430698,290,983,1546,1308,1523,583033,535644,646504,4
2020-02-09,48.0,49.5,2.5,303081,1498345,236175,208342,703655,461771,329,707,1442,1241,1537,651722,525380,669284,0
2020-02-23,48.0,49.5,2.5,303081,1498345,236175,208342,703655,461771,329,707,1442,1241,1537,651722,525380,669284,0
2020-02-02,48.0,49.5,2.5,303081,1498345,236175,208342,703655,461771,329,707,1442,1241,1537,651722,525380,669284,4
2020-02-16,48.0,49.5,2.5,303081,1498345,236175,208342,703655,461771,329,707,1442,1241,1537,651722,525380,669284,4
2021-04-25,57.0,40.0,3.0,498780,1617204,247400,207274,728810,495617,318,837,1738,1410,1492,608975,622705,692702,2
2021-04-04,57.0,40.0,3.0,498780,1617204,247400,207274,728810,495617,318,837,1738,1410,1492,608975,622705,692702,1
2021-04-11,57.0,40.0,3.0,498780,1617204,247400,207274,728810,495617,318,837,1738,1410,1492,608975,622705,692702,1
2021-04-18,57.0,40.0,3.0,498780,1617204,247400,207274,728810,495617,318,837,1738,1410,1492,608975,622705,692702,1
2021-06-13,56.0,42.0,2.0,445055,1639714,249305,212901,749539,510229,347,689,1657,1291,1638,604091,622125,709728,0
2021-06-20,56.0,42.0,2.0,445055,1639714,249305,212901,749539,510229,347,689,1657,1291,1638,604091,622125,709728,0
2021-06-06,56.0,42.0,2.0,445055,1639714,249305,212901,749539,510229,347,689,1657,1291,1638,604091,622125,709728,3
2021-06-27,56.0,42.0,2.0,445055,1639714,249305,212901,749539,510229,347,689,1657,1291,1638,604091,622125,709728,1
2021-07-25,50.0,45.0,5.0,443173,1661458,253770,215293,759218,517777,362,727,1652,1360,1600,613910,612647,717643,0
2021-07-18,50.0,45.0,5.0,443173,1661458,253770,215293,759218,517777,362,727,1652,1360,1600,613910,612647,717643,0
2021-07-04,50.0,45.0,5.0,443173,1661458,253770,215293,759218,517777,362,727,1652,1360,1600,613910,612647,717643,0
2021-07-11,50.0,45.0,5.0,443173,1661458,253770,215293,759218,517777,362,727,1652,1360,1600,613910,612647,717643,1
2021-09-26,43.0,55.0,2.0,428542,1669575,251271,213039,780710,521202,375,731,1625,1226,1563,616586,620529,736967,0
2021-09-19,43.0,55.0,2.0,428542,1669575,251271,213039,780710,521202,375,731,1625,1226,1563,616586,620529,736967,2
2021-09-12,43.0,55.0,2.0,428542,1669575,251271,213039,780710,521202,375,731,1625,1226,1563,616586,620529,736967,4
2021-09-05,43.0,55.0,2.0,428542,1669575,251271,213039,780710,521202,375,731,1625,1226,1563,616586,620529,736967,2
2021-11-07,42.0,55.0,3.0,434368,1728158,263631,230642,801584,544773,389,787,1766,1403,1704,635873,637775,765248,0
2021-11-21,42.0,55.0,3.0,434368,1728158,263631,230642,801584,544773,389,787,1766,1403,1704,635873,637775,765248,1
2021-11-28,42.0,55.0,3.0,434368,1728158,263631,230642,801584,544773,389,787,1766,1403,1704,635873,637775,765248,1
2021-11-14,42.0,55.0,3.0,434368,1728158,263631,230642,801584,544773,389,787,1766,1403,1704,635873,637775,765248,3
2021-12-05,,,,428051,1757320,266894,235613,808491,549680,386,834,1913,1326,1757,663693,632515,785340,0
2021-12-12,,,,428051,1757320,266894,235613,808491,549680,386,834,1913,1326,1757,663693,632515,785340,3
2021-12-19,,,,428051,1757320,266894,235613,808491,549680,386,834,1913,1326,1757,663693,632515,785340,1
2021-12-26,,,,428051,1757320,266894,235613,808491,549680,386,834,1913,1326,1757,663693,632515,785340,1
2022-02-27,41.0,55.0,4.0,424993,1852805,271418,235969,823168,562290,397,781,1860,1343,1742,690948,650522,819127,0
2022-02-13,41.0,55.0,4.0,424993,1852805,271418,235969,823168,562290,397,781,1860,1343,1742,690948,650522,819127,1
2022-02-20,41.0,55.0,4.0,424993,1852805,271418,235969,823168,562290,397,781,1860,1343,1742,690948,650522,819127,1
2022-02-06,41.0,55.0,4.0,424993,1852805,271418,235969,823168,562290,397,781,1860,1343,1742,690948,650522,819127,1
2022-03-20,42.0,54.0,4.0,413451,1878681,271005,246646,834557,574092,412,713,1879,1352,1678,707318,664167,839309,0
2022-03-27,42.0,54.0,4.0,413451,1878681,271005,246646,834557,574092,412,713,1879,1352,1678,707318,664167,839309,0
2022-03-13,42.0,54.0,4.0,413451,1878681,271005,246646,834557,574092,412,713,1879,1352,1678,707318,664167,839309,3
2022-03-06,42.0,54.0,4.0,413451,1878681,271005,246646,834557,574092,412,713,1879,1352,1678,707318,664167,839309,1
2022-11-06,40.0,55.0,5.0,419558,1913413,273100,255477,858991,577841,456,596,1402,1559,1420,742281,673674,923660,0
2022-11-13,40.0,55.0,5.0,419558,1913413,273100,255477,858991,577841,456,596,1402,1559,1420,742281,673674,923660,0
2022-11-27,40.0,55.0,5.0,419558,1913413,273100,255477,858991,577841,456,596,1402,1559,1420,742281,673674,923660,0
2022-11-20,40.0,55.0,5.0,419558,1913413,273100,255477,858991,577841,456,596,1402,1559,1420,742281,673674,923660,0
2022-06-26,41.0,57.0,3.0,405805,1918140,272166,261517,854137,589969,448,543,1745,1381,1542,732487,675702,892510,0
2022-06-12,41.0,57.0,3.0,405805,1918140,272166,261517,854137,589969,448,543,1745,1381,1542,732487,675702,892510,0
2022-06-05,41.0,57.0,3.0,405805,1918140,272166,261517,854137,589969,448,543,1745,1381,1542,732487,675702,892510,0
2022-06-19,41.0,57.0,3.0,405805,1918140,272166,261517,854137,589969,448,543,1745,1381,1542,732487,675702,892510,1
2023-02-05,42.0,54.0,5.0,441899,1944950,274314,252891,858759,575072,438,625,1620,1540,1404,749965,686434,915265,0
2023-02-26,42.0,54.0,5.0,441899,1944950,274314,252891,858759,575072,438,625,1620,1540,1404,749965,686434,915265,0
2023-02-12,42.0,54.0,5.0,441899,1944950,274314,252891,858759,575072,438,625,1620,1540,1404,749965,686434,915265,0
2023-02-19,42.0,54.0,5.0,441899,1944950,274314,252891,858759,575072,438,625,1620,1540,1404,749965,686434,915265,1
2023-05-21,39.0,57.0,5.0,446876,2011831,287293,250880,852708,577769,426,741,1532,1499,1583,758857,686672,906386,0
2023-05-28,39.0,57.0,5.0,446876,2011831,287293,250880,852708,577769,426,741,1532,1499,1583,758857,686672,906386,0
2023-05-07,39.0,57.0,5.0,446876,2011831,287293,250880,852708,577769,426,741,1532,1499,1583,758857,686672,906386,0
2023-05-14,39.0,57.0,5.0,446876,2011831,287293,250880,852708,577769,426,741,1532,1499,1583,758857,686672,906386,1
2024-02-18,38.0,59.0,3.0,437101,2133750,279865,265607,857285,579666,465,643,1563,1698,1546,784754,700519,898704,0
2024-02-11,38.0,59.0,3.0,437101,2133750,279865,265607,857285,579666,465,643,1563,1698,1546,784754,700519,898704,0
2024-02-04,38.0,59.0,3.0,437101,2133750,279865,265607,857285,579666,465,643,1563,1698,1546,784754,700519,898704,1
2024-02-25,38.0,59.0,3.0,437101,2133750,279865,265607,857285,579666,465,643,1563,1698,1546,784754,700519,898704,2
2024-10-13,40.0,47.5,4.0,426474,2152250,288046,266309,856850,588231,480,627,1419,1637,1344,825444,720393,903288,0
2024-10-06,40.0,47.5,4.0,426474,2152250,288046,266309,856850,588231,480,627,1419,1637,1344,825444,720393,903288,0
2024-10-27,40.0,47.5,4.0,426474,2152250,288046,266309,856850,588231,480,627,1419,1637,1344,825444,720393,903288,0
2024-10-20,40.0,47.5,4.0,426474,2152250,288046,266309,856850,588231,480,627,1419,1637,1344,825444,720393,903288,0
2024-12-08,39.0,56.0,5.0,457544,,,,,,,,1483,1544,1499,,729191,,0
2024-12-22,39.0,56.0,5.0,457544,,,,,,,,1483,1544,1499,,729191,,3
2024-12-01,39.0,56.0,5.0,457544,,,,,,,,1483,1544,1499,,729191,,0
2024-12-15,39.0,56.0,5.0,457544,,,,,,,,1483,1544,1499,,729191,,0
2024-12-29,39.0,56.0,5.0,457544,,,,,,,,1483,1544,1499,,729191,,2
2012-07-15,45.6,47.2,7.2,208097,858934,222748,186714,615009,472663,142,369,849,676,740,497431,397407,512467,0
2012-07-01,45.6,47.2,7.2,208097,858934,222748,186714,615009,472663,142,369,849,676,740,497431,397407,512467,0
2012-07-22,45.6,47.2,7.2,208097,858934,222748,186714,615009,472663,142,369,849,676,740,497431,397407,512467,5
2012-07-08,45.599999999999994,47.2,7.2,208097,858934,222748,186714,615009,472663,142,369,849,676,740,497431,397407,512467,10
2012-07-29,45.599999999999994,47.2,7.2,208097,858934,222748,186714,615009,472663,142,369,849,676,740,497431,397407,512467,10
2012-04-01,47.6,46.0,6.4,217815,841740,218681,187092,612611,474178,144,354,732,671,753,485685,399972,502794,0
2012-04-08,47.6,46.0,6.4,217815,841740,218681,187092,612611,474178,144,354,732,671,753,485685,399972,502794,0
2012-04-15,47.6,46.0,6.4,217815,841740,218681,187092,612611,474178,144,354,732,671,753,485685,399972,502794,5
2012-04-22,47.6,46.0,6.4,217815,841740,218681,187092,612611,474178,144,354,732,671,753,485685,399972,502794,5
2012-04-29,47.6,46.0,6.4,217815,841740,218681,187092,612611,474178,144,354,732,671,753,485685,399972,502794,15
2012-05-13,47.0,46.25,6.75,220630,850928,219765,187375,612384,473108,144,370,796,626,708,489863,399180,503629,8
2012-05-06,47.0,46.25,6.75,220630,850928,219765,187375,612384,473108,144,370,796,626,708,489863,399180,503629,0
2012-05-27,47.0,46.25,6.75,220630,850928,219765,187375,612384,473108,144,370,796,626,708,489863,399180,503629,0
2012-05-20,47.0,46.25,6.75,220630,850928,219765,187375,612384,473108,144,370,796,626,708,489863,399180,503629,16
2012-09-23,49.25,44.5,6.25,206909,866588,217090,191182,622404,475369,144,385,930,652,847,501766,405357,520461,0
2012-09-16,49.25,44.5,6.25,206909,866588,217090,191182,622404,475369,144,385,930,652,847,501766,405357,520461,0
2012-09-09,49.25,44.5,6.25,206909,866588,217090,191182,622404,475369,144,385,930,652,847,501766,405357,520461,4
2012-09-30,49.25,44.5,6.25,206909,866588,217090,191182,622404,475369,144,385,930,652,847,501766,405357,520461,4
2012-09-02,49.25,44.5,6.25,206909,866588,217090,191182,622404,475369,144,385,930,652,847,501766,405357,520461,8
2012-03-11,46.5,45.25,8.25,217047,829288,221801,188511,612758,480147,145,354,806,582,695,481381,401569,498988,0
2012-03-18,46.5,45.25,8.25,217047,829288,221801,188511,612758,480147,145,354,806,582,695,481381,401569,498988,8
2012-03-25,46.5,45.25,8.25,217047,829288,221801,188511,612758,480147,145,354,806,582,695,481381,401569,498988,4
2012-03-04,46.5,45.25,8.25,217047,829288,221801,188511,612758,480147,145,354,806,582,695,481381,401569,498988,4
2012-06-10,46.5,47.0,6.5,208399,858009,217652,187247,612210,462435,145,360,794,625,757,492831,395595,506445,0
2012-06-03,46.5,47.0,6.5,208399,858009,217652,187247,612210,462435,145,360,794,625,757,492831,395595,506445,0
2012-06-24,46.5,47.0,6.5,208399,858009,217652,187247,612210,462435,145,360,794,625,757,492831,395595,506445,4
2012-06-17,46.5,47.0,6.5,208399,858009,217652,187247,612210,462435,145,360,794,625,757,492831,395595,506445,4
2012-02-26,45.5,47.25,7.25,214577,824368,226911,185085,611107,486936,147,366,738,561,704,478352,400300,497404,0
2012-02-19,45.5,47.25,7.25,214577,824368,226911,185085,611107,486936,147,366,738,561,704,478352,400300,497404,0
2012-02-05,45.5,47.25,7.25,214577,824368,226911,185085,611107,486936,147,366,738,561,704,478352,400300,497404,4
2012-02-12,45.5,47.25,7.25,214577,824368,226911,185085,611107,486936,147,366,738,561,704,478352,400300,497404,4
2012-10-14,50.8,44.6,4.6,212331,875366,218522,186133,622363,478507,147,358,887,730,915,503058,405437,519701,0
2012-10-21,50.8,44.6,4.6,212331,875366,218522,186133,622363,478507,147,358,887,730,915,503058,405437,519701,0
2012-10-07,50.8,44.6,4.6,212331,875366,218522,186133,622363,478507,147,358,887,730,915,503058,405437,519701,5
2012-10-28,50.8,44.6,4.6,212331,875366,218522,186133,622363,478507,147,358,887,730,915,503058,405437,519701,5
2012-01-01,45.4,47.0,7.6,184968,830610,225940,182425,609789,481515,149,335,712,545,723,473817,395469,490659,0
2012-01-08,45.4,47.0,7.6,184968,830610,225940,182425,609789,481515,149,335,712,545,723,473817,395469,490659,0
2012-01-29,45.4,47.0,7.6,184968,830610,225940,182425,609789,481515,149,335,712,545,723,473817,395469,490659,5
2012-01-22,45.4,47.0,7.6,184968,830610,225940,182425,609789,481515,149,335,712,545,723,473817,395469,490659,5
2012-01-15,45.4,47.0,7.6,184968,830610,225940,182425,609789,481515,149,335,712,545,723,473817,395469,490659,5
2013-01-20,52.25,42.25,5.5,219469,862722,223067,190283,627520,485261,149,446,940,714,888,512957,412115,529886,0
2013-01-13,52.25,42.25,5.5,219469,862722,223067,190283,627520,485261,149,446,940,714,888,512957,412115,529886,0
2013-01-06,52.25,42.25,5.5,219469,862722,223067,190283,627520,485261,149,446,940,714,888,512957,412115,529886,0
2013-01-27,52.25,42.25,5.5,219469,862722,223067,190283,627520,485261,149,446,940,714,888,512957,412115,529886,4
2012-12-30,53.0,40.399999999999991,6.6000000000000005,275276,871809,230814,192226,625245,488496,150,399,941,677,976,507188,408665,525589,10
2012-12-16,53.0,40.4,6.6,275276,871809,230814,192226,625245,488496,150,399,941,677,976,507188,408665,525589,0
2012-12-02,53.0,40.4,6.6,275276,871809,230814,192226,625245,488496,150,399,941,677,976,507188,408665,525589,0
2012-12-09,53.000000000000007,40.4,6.6,275276,871809,230814,192226,625245,488496,150,399,941,677,976,507188,408665,525589,15
2012-12-23,53.0,40.4,6.6,275276,871809,230814,192226,625245,488496,150,399,941,677,976,507188,408665,525589,5
2012-11-11,51.75,41.5,6.75,202186,872052,217446,188461,623638,475932,150,392,917,668,833,503235,407308,524645,0
2012-11-25,51.75,41.5,6.75,202186,872052,217446,188461,623638,475932,150,392,917,668,833,503235,407308,524645,0
2012-11-04,51.75,41.5,6.75,202186,872052,217446,188461,623638,475932,150,392,917,668,833,503235,407308,524645,0
2012-11-18,51.75,41.5,6.75,202186,872052,217446,188461,623638,475932,150,392,917,668,833,503235,407308,524645,0
2011-11-06,42.75,49.0,8.25,221107,812050,215531,180797,605644,471598,155,328,706,585,711,470235,391274,482025,0
2011-11-13,42.75,49.0,8.25,221107,812050,215531,180797,605644,471598,155,328,706,585,711,470235,391274,482025,4
2011-11-27,42.75,49.0,8.25,221107,812050,215531,180797,605644,471598,155,328,706,585,711,470235,391274,482025,4
2011-11-20,42.75,49.0,8.25,221107,812050,215531,180797,605644,471598,155,328,706,585,711,470235,391274,482025,4
2013-03-24,48.0,45.0,7.0,216859,864510,217165,189856,628205,475224,155,444,936,816,1010,514716,414024,529339,0
2013-03-03,48.0,45.0,7.0,216859,864510,217165,189856,628205,475224,155,444,936,816,1010,514716,414024,529339,0
2013-03-17,48.0,45.0,7.0,216859,864510,217165,189856,628205,475224,155,444,936,816,1010,514716,414024,529339,4
2013-03-31,48.0,45.0,7.0,216859,864510,217165,189856,628205,475224,155,444,936,816,1010,514716,414024,529339,4
2013-03-10,48.0,45.0,7.0,216859,864510,217165,189856,628205,475224,155,444,936,816,1010,514716,414024,529339,4
2011-10-16,41.6,51.0,7.4,205461,808378,210799,182681,602499,463126,158,316,671,566,610,467457,389853,480776,0
2011-10-23,41.6,51.0,7.4,205461,808378,210799,182681,602499,463126,158,316,671,566,610,467457,389853,480776,0
2011-10-09,41.599999999999994,51.0,7.4,205461,808378,210799,182681,602499,463126,158,316,671,566,610,467457,389853,480776,10
2011-10-30,41.6,51.0,7.4,205461,808378,210799,182681,602499,463126,158,316,671,566,610,467457,389853,480776,5
2011-10-02,41.6,51.0,7.4,205461,808378,210799,182681,602499,463126,158,316,671,566,610,467457,389853,480776,5
2013-04-28,49.6,43.8,6.6,213246,879728,226738,190603,628298,481657,161,441,1012,712,835,516483,411770,531360,0
2013-04-14,49.6,43.8,6.6,213246,879728,226738,190603,628298,481657,161,441,1012,712,835,516483,411770,531360,0
2013-04-21,49.6,43.8,6.6,213246,879728,226738,190603,628298,481657,161,441,1012,712,835,516483,411770,531360,0
2013-04-07,49.600000000000009,43.79999999999999,6.6,213246,879728,226738,190603,628298,481657,161,441,1012,712,835,516483,411770,531360,10
2013-06-16,47.0,45.5,7.5,216911,899295,247187,192921,625259,501703,161,470,942,736,839,521377,415442,528429,0
2013-06-09,47.0,45.5,7.5,216911,899295,247187,192921,625259,501703,161,470,942,736,839,521377,415442,528429,0
2013-06-23,47.0,45.5,7.5,216911,899295,247187,192921,625259,501703,161,470,942,736,839,521377,415442,528429,4
2013-06-30,47.0,45.5,7.5,216911,899295,247187,192921,625259,501703,161,470,942,736,839,521377,415442,528429,8
2013-06-02,47.0,45.5,7.5,216911,899295,247187,192921,625259,501703,161,470,942,736,839,521377,415442,528429,4
2011-07-10,43.75,47.500000000000007,8.75,216542,792381,206458,181502,594906,459477,166,296,621,634,623,461620,382837,477864,12
2011-07-17,43.75,47.5,8.75,216542,792381,206458,181502,594906,459477,166,296,621,634,623,461620,382837,477864,0
2011-07-03,43.75,47.5,8.75,216542,792381,206458,181502,594906,459477,166,296,621,634,623,461620,382837,477864,0
2011-07-31,43.75,47.5,8.75,216542,792381,206458,181502,594906,459477,166,296,621,634,623,461620,382837,477864,0
2011-07-24,43.75,47.5,8.75,216542,792381,206458,181502,594906,459477,166,296,621,634,623,461620,382837,477864,4
2011-06-05,45.5,46.25,8.25,219829,794839,201579,176894,591280,454746,166,301,636,579,608,461416,383142,474387,0
2011-06-26,45.5,46.25,8.25,219829,794839,201579,176894,591280,454746,166,301,636,579,608,461416,383142,474387,0
2011-06-12,45.5,46.25,8.25,219829,794839,201579,176894,591280,454746,166,301,636,579,608,461416,383142,474387,8
2011-06-19,45.5,46.25,8.25,219829,794839,201579,176894,591280,454746,166,301,636,579,608,461416,383142,474387,4
2011-05-29,49.8,42.2,8.0,186332,775251,207170,178856,589349,458536,168,305,618,549,561,461721,380024,469672,0
2011-05-08,49.8,42.2,8.0,186332,775251,207170,178856,589349,458536,168,305,618,549,561,461721,380024,469672,0
2011-05-01,49.8,42.199999999999996,8.0,186332,775251,207170,178856,589349,458536,168,305,618,549,561,461721,380024,469672,10
2011-05-15,49.8,42.2,8.0,186332,775251,207170,178856,589349,458536,168,305,618,549,561,461721,380024,469672,5
2011-05-22,49.8,42.2,8.0,186332,775251,207170,178856,589349,458536,168,305,618,549,561,461721,380024,469672,5
2011-02-13,47.5,44.0,8.5,224489,758376,196393,168665,566076,438975,183,270,542,615,517,453813,375017,452342,0
2011-02-20,47.5,44.0,8.5,224489,758376,196393,168665,566076,438975,183,270,542,615,517,453813,375017,452342,0
2011-02-27,47.5,44.0,8.5,224489,758376,196393,168665,566076,438975,183,270,542,615,517,453813,375017,452342,4
2011-02-06,47.5,44.0,8.5,224489,758376,196393,168665,566076,438975,183,270,542,615,517,453813,375017,452342,4
2013-09-15,44.4,47.8,7.8,212733,938121,237681,192505,630323,496806,183,403,1004,776,850,530299,417654,537274,0
2013-09-01,44.4,47.8,7.8,212733,938121,237681,192505,630323,496806,183,403,1004,776,850,530299,417654,537274,0
2013-09-22,44.4,47.8,7.8,212733,938121,237681,192505,630323,496806,183,403,1004,776,850,530299,417654,537274,0
2013-09-08,44.4,47.8,7.8,212733,938121,237681,192505,630323,496806,183,403,1004,776,850,530299,417654,537274,5
2013-09-29,44.4,47.8,7.8,212733,938121,237681,192505,630323,496806,183,403,1004,776,850,530299,417654,537274,5
2013-10-27,42.25,51.25,6.5,223182,951214,232113,196471,630506,491978,183,444,1044,801,925,534341,419247,542992,0
2013-10-06,42.25,51.25,6.5,223182,951214,232113,196471,630506,491978,183,444,1044,801,925,534341,419247,542992,0
2013-10-20,42.25,51.25,6.5,223182,951214,232113,196471,630506,491978,183,444,1044,801,925,534341,419247,542992,0
2013-10-13,42.25,51.25,6.5,223182,951214,232113,196471,630506,491978,183,444,1044,801,925,534341,419247,542992,0
2013-12-15,41.5,51.0,7.5,228837,979211,237972,196343,631955,500487,186,433,1005,778,1002,544846,422794,550312,0
2013-12-22,41.5,51.0,7.5,228837,979211,237972,196343,631955,500487,186,433,1005,778,1002,544846,422794,550312,0
2013-12-08,41.5,51.0,7.5,228837,979211,237972,196343,631955,500487,186,433,1005,778,1002,544846,422794,550312,0
2013-12-29,41.5,51.0,7.5,228837,979211,237972,196343,631955,500487,186,433,1005,778,1002,544846,422794,550312,4
2013-12-01,41.5,51.0,7.5,228837,979211,237972,196343,631955,500487,186,433,1005,778,1002,544846,422794,550312,4
2011-01-23,48.8,43.2,8.0,220124,759964,203636,169897,560473,445734,187,307,576,520,630,455056,371841,446874,0
2011-01-09,48.8,43.2,8.0,220124,759964,203636,169897,560473,445734,187,307,576,520,630,455056,371841,446874,0
2011-01-02,48.8,43.2,8.0,220124,759964,203636,169897,560473,445734,187,307,576,520,630,455056,371841,446874,0
2011-01-16,48.8,43.2,8.0,220124,759964,203636,169897,560473,445734,187,307,576,520,630,455056,371841,446874,5
2011-01-30,48.8,43.2,8.0,220124,759964,203636,169897,560473,445734,187,307,576,520,630,455056,371841,446874,5
2014-02-02,42.0,52.25,5.75,222365,987538,231734,195059,640089,496729,187,420,1039,876,944,545168,424793,557219,0
2014-02-16,42.0,52.25,5.75,222365,987538,231734,195059,640089,496729,187,420,1039,876,944,545168,424793,557219,4
2014-02-23,42.0,52.25,5.75,222365,987538,231734,195059,640089,496729,187,420,1039,876,944,545168,424793,557219,4
2014-02-09,42.0,52.25,5.75,222365,987538,231734,195059,640089,496729,187,420,1039,876,944,545168,424793,557219,4
2010-12-05,46.5,46.0,7.5,206073,789395,193452,168510,553726,429764,190,326,632,565,539,453387,369139,443258,0
2010-12-19,46.5,46.0,7.5,206073,789395,193452,168510,553726,429764,190,326,632,565,539,453387,369139,443258,0
2010-12-26,46.500000000000007,46.0,7.5,206073,789395,193452,168510,553726,429764,190,326,632,565,539,453387,369139,443258,8
2010-12-12,46.5,46.0,7.5,206073,789395,193452,168510,553726,429764,190,326,632,565,539,453387,369139,443258,4
2014-03-02,42.8,52.2,5.0,228169,991157,235757,199559,641029,497989,190,405,1067,893,970,547063,429132,562290,0
2014-03-30,42.8,52.2,5.0,228169,991157,235757,199559,641029,497989,190,405,1067,893,970,547063,429132,562290,0
2014-03-09,42.8,52.2,5.0,228169,991157,235757,199559,641029,497989,190,405,1067,893,970,547063,429132,562290,5
2014-03-23,42.8,52.2,5.0,228169,991157,235757,199559,641029,497989,190,405,1067,893,970,547063,429132,562290,10
2014-03-16,42.8,52.2,5.0,228169,991157,235757,199559,641029,497989,190,405,1067,893,970,547063,429132,562290,5
2014-04-13,43.75,50.25,6.0,226034,1006901,237607,199056,642486,501596,190,403,1090,834,1043,547845,433530,567025,0
2014-04-27,43.75,50.25,6.0,226034,1006901,237607,199056,642486,501596,190,403,1090,834,1043,547845,433530,567025,0
2014-04-20,43.75,50.25,6.0,226034,1006901,237607,199056,642486,501596,190,403,1090,834,1043,547845,433530,567025,4
2014-04-06,43.75,50.25,6.0,226034,1006901,237607,199056,642486,501596,190,403,1090,834,1043,547845,433530,567025,8
2010-10-03,45.0,47.75,7.25,213750,801372,193066,164234,538163,417830,199,291,558,605,543,452531,363469,432780,4
2010-10-10,45.0,47.75,7.25,213750,801372,193066,164234,538163,417830,199,291,558,605,543,452531,363469,432780,0
2010-10-24,45.0,47.75,7.25,213750,801372,193066,164234,538163,417830,199,291,558,605,543,452531,363469,432780,0
2010-10-31,45.0,47.75,7.25,213750,801372,193066,164234,538163,417830,199,291,558,605,543,452531,363469,432780,0
2010-10-17,45.0,47.75,7.25,213750,801372,193066,164234,538163,417830,199,291,558,605,543,452531,363469,432780,4
2014-06-29,42.4,52.2,5.4,226179,1006424,238210,200514,646940,499173,199,418,1010,800,911,552156,435438,570096,0
2014-06-22,42.4,52.2,5.4,226179,1006424,238210,200514,646940,499173,199,418,1010,800,911,552156,435438,570096,0
2014-06-08,42.4,52.2,5.4,226179,1006424,238210,200514,646940,499173,199,418,1010,800,911,552156,435438,570096,0
2014-06-01,42.4,52.2,5.4,226179,1006424,238210,200514,646940,499173,199,418,1010,800,911,552156,435438,570096,0
2014-06-15,42.4,52.2,5.4,226179,1006424,238210,200514,646940,499173,199,418,1010,800,911,552156,435438,570096,10
2015-03-01,46.2,48.8,5.0,229078,1086748,229820,192271,643189,463252,204,480,1072,781,960,563583,441895,591704,0
2015-03-15,46.2,48.8,5.0,229078,1086748,229820,192271,643189,463252,204,480,1072,781,960,563583,441895,591704,0
2015-03-29,46.2,48.8,5.0,229078,1086748,229820,192271,643189,463252,204,480,1072,781,960,563583,441895,591704,5
2015-03-08,46.2,48.8,5.0,229078,1086748,229820,192271,643189,463252,204,480,1072,781,960,563583,441895,591704,5
2015-03-22,46.2,48.8,5.0,229078,1086748,229820,192271,643189,463252,204,480,1072,781,960,563583,441895,591704,5
2010-08-08,44.0,48.4,7.6,207427,802030,191745,157769,525386,408354,206,282,580,592,599,448194,356448,418261,0
2010-08-15,44.0,48.4,7.6,207427,802030,191745,157769,525386,408354,206,282,580,592,599,448194,356448,418261,0
2010-08-01,44.0,48.4,7.6,207427,802030,191745,157769,525386,408354,206,282,580,592,599,448194,356448,418261,0
2010-08-29,44.0,48.400000000000006,7.6,207427,802030,191745,157769,525386,408354,206,282,580,592,599,448194,356448,418261,10
2010-08-22,44.0,48.4,7.6,207427,802030,191745,157769,525386,408354,206,282,580,592,599,448194,356448,418261,10
2015-04-12,46.75,48.75,4.5,231205,1115619,226217,193086,643949,460289,206,502,1166,1001,1190,568004,442967,592522,0
2015-04-19,46.75,48.75,4.5,231205,1115619,226217,193086,643949,460289,206,502,1166,1001,1190,568004,442967,592522,0
2015-04-05,46.75,48.75,4.5,231205,1115619,226217,193086,643949,460289,206,502,1166,1001,1190,568004,442967,592522,0
2015-04-26,46.75,48.75,4.5,231205,1115619,226217,193086,643949,460289,206,502,1166,1001,1190,568004,442967,592522,0
2014-07-13,42.0,52.75,5.25,222296,1014935,299869,200758,647665,559295,207,402,1076,839,1085,556358,436150,570628,0
2014-07-27,42.0,52.75,5.25,222296,1014935,299869,200758,647665,559295,207,402,1076,839,1085,556358,436150,570628,0
2014-07-20,42.0,52.75,5.25,222296,1014935,299869,200758,647665,559295,207,402,1076,839,1085,556358,436150,570628,4
2014-07-06,42.0,52.75,5.25,222296,1014935,299869,200758,647665,559295,207,402,1076,839,1085,556358,436150,570628,4
2014-08-31,41.75,52.5,5.75,226314,1015096,236049,202226,648556,495344,207,456,1047,908,984,557377,439518,574733,0
2014-08-10,41.75,52.5,5.75,226314,1015096,236049,202226,648556,495344,207,456,1047,908,984,557377,439518,574733,0
2014-08-24,41.75,52.5,5.75,226314,1015096,236049,202226,648556,495344,207,456,1047,908,984,557377,439518,574733,0
2014-08-17,41.75,52.5,5.75,226314,1015096,236049,202226,648556,495344,207,456,1047,908,984,557377,439518,574733,0
2014-08-03,41.75,52.5,5.7499999999999991,226314,1015096,236049,202226,648556,495344,207,456,1047,908,984,557377,439518,574733,12
2015-01-11,47.0,48.0,5.0,255076,1061241,226500,194245,642698,457925,207,515,1049,954,1085,560541,436125,586276,0
