week_start,approving,disapproving,unsure_or_no_data,BusinessApplications,ConstructionSpending,DurableGoodsNewOrders,InternationalTrade_Exports,ManuInventories,ManuNewOrders,NewHomesForSale,NewHomesSold,ResConstPermits,ResConstUnitsCompleted,ResConstUnitsStarted,RetailInventories,SalesForRetailAndFood,WholesaleInventories,orders_outcome_var
2015-01-04,47.0,48.0,5.0,255076,1061241,226500,194245,642698,457925,207,515,1049,954,1085,560541,436125,586276,4
2015-01-25,47.0,48.0,5.0,255076,1061241,226500,194245,642698,457925,207,515,1049,954,1085,560541,436125,586276,4
2015-01-18,47.0,48.0,5.0,255076,1061241,226500,194245,642698,457925,207,515,1049,954,1085,560541,436125,586276,4
2010-07-11,45.5,46.75,7.75,207536,799694,187506,156763,523182,402326,209,283,579,572,546,443855,354717,412878,0
2010-07-25,45.5,46.75,7.75,207536,799694,187506,156763,523182,402326,209,283,579,572,546,443855,354717,412878,4
2010-07-04,45.5,46.75,7.75,207536,799694,187506,156763,523182,402326,209,283,579,572,546,443855,354717,412878,4
2010-07-18,45.5,46.75,7.75,207536,799694,187506,156763,523182,402326,209,283,579,572,546,443855,354717,412878,4
2014-10-26,41.5,53.75,4.75,226494,1046402,233042,201376,647425,485343,209,476,1094,920,1074,559050,440095,579989,0
2014-10-19,41.5,53.75,4.75,226494,1046402,233042,201376,647425,485343,209,476,1094,920,1074,559050,440095,579989,8
2014-10-12,41.5,53.75,4.75,226494,1046402,233042,201376,647425,485343,209,476,1094,920,1074,559050,440095,579989,4
2014-10-05,41.5,53.75,4.75,226494,1046402,233042,201376,647425,485343,209,476,1094,920,1074,559050,440095,579989,4
2014-09-14,41.8,52.8,5.4,228301,1021890,236278,199556,649492,492913,210,470,1077,975,1023,557049,438459,576171,0
2014-09-28,41.8,52.8,5.4,228301,1021890,236278,199556,649492,492913,210,470,1077,975,1023,557049,438459,576171,0
2014-09-07,41.8,52.8,5.4,228301,1021890,236278,199556,649492,492913,210,470,1077,975,1023,557049,438459,576171,0
2014-09-21,41.8,52.8,5.4,228301,1021890,236278,199556,649492,492913,210,470,1077,975,1023,557049,438459,576171,10
2014-12-28,44.2,50.6,5.2,206463,1056429,225089,198413,642832,464933,210,497,1072,955,1073,561265,438509,585479,0
2014-12-07,44.2,50.599999999999994,5.1999999999999993,206463,1056429,225089,198413,642832,464933,210,497,1072,955,1073,561265,438509,585479,20
2014-12-14,44.2,50.6,5.2,206463,1056429,225089,198413,642832,464933,210,497,1072,955,1073,561265,438509,585479,5
2014-12-21,44.2,50.599999999999994,5.1999999999999993,206463,1056429,225089,198413,642832,464933,210,497,1072,955,1073,561265,438509,585479,15
2014-11-23,41.75,52.75,5.5,222364,1044893,227299,198893,647848,475804,211,442,1059,863,1001,559635,441249,584449,0
2014-11-16,41.75,52.75,5.5,222364,1044893,227299,198893,647848,475804,211,442,1059,863,1001,559635,441249,584449,0
2014-11-30,41.75,52.75,5.5,222364,1044893,227299,198893,647848,475804,211,442,1059,863,1001,559635,441249,584449,0
2014-11-09,41.75,52.75,5.5,222364,1044893,227299,198893,647848,475804,211,442,1059,863,1001,559635,441249,584449,0
2014-11-02,41.75,52.75,5.5,222364,1044893,227299,198893,647848,475804,211,442,1059,863,1001,559635,441249,584449,0
2015-05-31,46.75,48.75,4.5,225203,1135433,217855,191918,644441,450983,211,502,1272,1012,1079,568806,446114,595781,0
2015-05-10,46.75,48.75,4.5,225203,1135433,217855,191918,644441,450983,211,502,1272,1012,1079,568806,446114,595781,0
2015-05-17,46.75,48.75,4.5,225203,1135433,217855,191918,644441,450983,211,502,1272,1012,1079,568806,446114,595781,0
2015-05-03,46.75,48.75,4.5,225203,1135433,217855,191918,644441,450983,211,502,1272,1012,1079,568806,446114,595781,0
2015-05-24,46.75,48.75,4.5,225203,1135433,217855,191918,644441,450983,211,502,1272,1012,1079,568806,446114,595781,4
2010-05-02,48.0,44.4,7.6,210824,823447,189932,153819,515983,404370,216,280,575,702,583,436384,354068,405484,0
2010-05-30,48.0,44.4,7.6,210824,823447,189932,153819,515983,404370,216,280,575,702,583,436384,354068,405484,0
2010-05-09,48.0,44.4,7.6,210824,823447,189932,153819,515983,404370,216,280,575,702,583,436384,354068,405484,5
2010-05-16,48.0,44.4,7.6,210824,823447,189932,153819,515983,404370,216,280,575,702,583,436384,354068,405484,5
2010-05-23,48.0,44.4,7.6,210824,823447,189932,153819,515983,404370,216,280,575,702,583,436384,354068,405484,5
2015-06-14,45.8,49.2,5.0,233932,1158193,229732,191512,648252,463819,216,480,1379,962,1205,571520,446572,600558,0
2015-06-07,45.8,49.2,5.0,233932,1158193,229732,191512,648252,463819,216,480,1379,962,1205,571520,446572,600558,0
2015-06-28,45.8,49.2,5.0,233932,1158193,229732,191512,648252,463819,216,480,1379,962,1205,571520,446572,600558,10
2015-06-21,45.8,49.2,5.0,233932,1158193,229732,191512,648252,463819,216,480,1379,962,1205,571520,446572,600558,10
2010-04-04,48.25,44.75,7.0,206262,829664,182948,150006,515075,400842,217,422,637,737,687,434933,357354,403649,0
2010-04-25,48.25,44.75,7.0,206262,829664,182948,150006,515075,400842,217,422,637,737,687,434933,357354,403649,8
2010-04-18,48.25,44.75,7.0,206262,829664,182948,150006,515075,400842,217,422,637,737,687,434933,357354,403649,8
2010-04-11,48.25,44.75,7.0,206262,829664,182948,150006,515075,400842,217,422,637,737,687,434933,357354,403649,4
2015-08-23,45.6,50.0,4.4,234443,1164377,222828,188084,644749,450872,217,518,1165,974,1130,577851,450168,600738,0
2015-08-30,45.6,50.0,4.4,234443,1164377,222828,188084,644749,450872,217,518,1165,974,1130,577851,450168,600738,0
2015-08-09,45.6,50.0,4.4,234443,1164377,222828,188084,644749,450872,217,518,1165,974,1130,577851,450168,600738,0
2015-08-02,45.6,50.0,4.4,234443,1164377,222828,188084,644749,450872,217,518,1165,974,1130,577851,450168,600738,10
2015-08-16,45.6,50.0,4.4,234443,1164377,222828,188084,644749,450872,217,518,1165,974,1130,577851,450168,600738,5
2015-11-01,47.0,49.0,4.0,237442,1145510,222400,185419,639515,443949,229,504,1244,1000,1172,587448,448738,599386,0
2015-11-29,47.0,49.0,4.0,237442,1145510,222400,185419,639515,443949,229,504,1244,1000,1172,587448,448738,599386,0
2015-11-08,47.0,49.0,4.0,237442,1145510,222400,185419,639515,443949,229,504,1244,1000,1172,587448,448738,599386,0
2015-11-22,47.0,49.0,4.0,237442,1145510,222400,185419,639515,443949,229,504,1244,1000,1172,587448,448738,599386,5
2015-11-15,47.0,49.000000000000007,4.0,237442,1145510,222400,185419,639515,443949,229,504,1244,1000,1172,587448,448738,599386,10
2010-01-24,49.5,44.25,6.25,201825,822114,181016,145718,505695,393694,233,345,636,689,614,429929,345889,398260,0
2010-01-03,49.5,44.25,6.25,201825,822114,181016,145718,505695,393694,233,345,636,689,614,429929,345889,398260,12
2010-01-31,49.5,44.25,6.25,201825,822114,181016,145718,505695,393694,233,345,636,689,614,429929,345889,398260,4
2010-01-17,49.5,44.25,6.25,201825,822114,181016,145718,505695,393694,233,345,636,689,614,429929,345889,398260,4
2010-01-10,49.5,44.25,6.25,201825,822114,181016,145718,505695,393694,233,345,636,689,614,429929,345889,398260,4
2016-01-10,47.75,47.75,4.5,258819,1160988,229203,180951,634781,443032,236,505,1171,1056,1092,591024,447376,596961,0
2016-01-24,47.75,47.75,4.5,258819,1160988,229203,180951,634781,443032,236,505,1171,1056,1092,591024,447376,596961,0
2016-01-03,47.75,47.75,4.5,258819,1160988,229203,180951,634781,443032,236,505,1171,1056,1092,591024,447376,596961,0
2016-01-31,47.75,47.75,4.5,258819,1160988,229203,180951,634781,443032,236,505,1171,1056,1092,591024,447376,596961,4
2016-01-17,47.75,47.75,4.5,258819,1160988,229203,180951,634781,443032,236,505,1171,1056,1092,591024,447376,596961,4
2009-11-15,50.8,42.2,7.0,207656,858493,160419,142075,504770,369445,237,375,623,844,588,429697,344375,399584,5
2009-11-08,50.8,42.2,7.0,207656,858493,160419,142075,504770,369445,237,375,623,844,588,429697,344375,399584,5
2009-11-29,50.8,42.2,7.0,207656,858493,160419,142075,504770,369445,237,375,623,844,588,429697,344375,399584,5
2009-11-01,50.8,42.2,7.0,207656,858493,160419,142075,504770,369445,237,375,623,844,588,429697,344375,399584,15
2009-11-22,50.8,42.2,7.0,207656,858493,160419,142075,504770,369445,237,375,623,844,588,429697,344375,399584,5
2016-07-17,50.5,45.5,4.0,261522,1214532,215715,188195,632106,435507,238,628,1198,1072,1239,603401,457894,601366,0
2016-07-31,50.5,45.5,4.0,261522,1214532,215715,188195,632106,435507,238,628,1198,1072,1239,603401,457894,601366,0
2016-07-10,50.5,45.5,4.0,261522,1214532,215715,188195,632106,435507,238,628,1198,1072,1239,603401,457894,601366,0
2016-07-03,50.5,45.5,4.0,261522,1214532,215715,188195,632106,435507,238,628,1198,1072,1239,603401,457894,601366,4
2016-07-24,50.5,45.5,4.0,261522,1214532,215715,188195,632106,435507,238,628,1198,1072,1239,603401,457894,601366,4
2016-05-29,51.4,44.4,4.2,255126,1190685,222761,185125,631705,442183,241,571,1205,1000,1148,600922,453898,602045,0
2016-05-22,51.4,44.4,4.1999999999999993,255126,1190685,222761,185125,631705,442183,241,571,1205,1000,1148,600922,453898,602045,10
2016-05-01,51.4,44.4,4.2,255126,1190685,222761,185125,631705,442183,241,571,1205,1000,1148,600922,453898,602045,0
2016-05-08,51.4,44.4,4.2,255126,1190685,222761,185125,631705,442183,241,571,1205,1000,1148,600922,453898,602045,5
2016-05-15,51.4,44.4,4.2,255126,1190685,222761,185125,631705,442183,241,571,1205,1000,1148,600922,453898,602045,5
2016-04-03,50.25,45.75,4.0,243949,1185902,230281,184167,631493,448453,242,576,1160,945,1163,598239,452238,599800,0
2016-04-24,50.25,45.75,4.0,243949,1185902,230281,184167,631493,448453,242,576,1160,945,1163,598239,452238,599800,0
2016-04-17,50.25,45.75,3.9999999999999996,243949,1185902,230281,184167,631493,448453,242,576,1160,945,1163,598239,452238,599800,8
2016-04-10,50.25,45.75,4.0,243949,1185902,230281,184167,631493,448453,242,576,1160,945,1163,598239,452238,599800,4
2016-03-06,51.25,45.0,3.75,236403,1188776,218868,182054,632177,436598,242,532,1118,1003,1111,597650,450462,594220,0
2016-03-20,51.25,45.0,3.75,236403,1188776,218868,182054,632177,436598,242,532,1118,1003,1111,597650,450462,594220,0
2016-03-13,51.25,45.0,3.75,236403,1188776,218868,182054,632177,436598,242,532,1118,1003,1111,597650,450462,594220,8
2016-03-27,51.25,45.0,3.75,236403,1188776,218868,182054,632177,436598,242,532,1118,1003,1111,597650,450462,594220,4
2009-10-11,53.0,39.75,7.25,203325,871391,161097,141055,502146,366143,243,396,583,746,534,427967,341654,393543,0
2009-10-25,53.0,39.75,7.25,203325,871391,161097,141055,502146,366143,243,396,583,746,534,427967,341654,393543,0
2009-10-04,53.0,39.75,7.25,203325,871391,161097,141055,502146,366143,243,396,583,746,534,427967,341654,393543,8
2009-10-18,53.0,39.75,7.25,203325,871391,161097,141055,502146,366143,243,396,583,746,534,427967,341654,393543,4
2016-09-25,52.25,44.0,3.75,254889,1232438,216921,190713,631628,438760,243,558,1303,1035,1068,606461,461400,601927,0
2016-09-04,52.25,44.0,3.75,254889,1232438,216921,190713,631628,438760,243,558,1303,1035,1068,606461,461400,601927,0
2016-09-18,52.25,44.0,3.75,254889,1232438,216921,190713,631628,438760,243,558,1303,1035,1068,606461,461400,601927,4
2016-09-11,52.25,44.0,3.75,254889,1232438,216921,190713,631628,438760,243,558,1303,1035,1068,606461,461400,601927,4
2016-10-23,53.6,43.8,2.6,245430,1241100,233645,189343,631901,456552,249,575,1254,1070,1313,606334,462362,603307,0
2016-10-02,53.6,43.8,2.6,245430,1241100,233645,189343,631901,456552,249,575,1254,1070,1313,606334,462362,603307,5
2016-10-09,53.6,43.8,2.6,245430,1241100,233645,189343,631901,456552,249,575,1254,1070,1313,606334,462362,603307,5
2016-10-16,53.6,43.8,2.6,245430,1241100,233645,189343,631901,456552,249,575,1254,1070,1313,606334,462362,603307,10
2016-10-30,53.6,43.8,2.6,245430,1241100,233645,189343,631901,456552,249,575,1254,1070,1313,606334,462362,603307,5
2017-01-08,51.8,43.4,4.8,262233,1256025,219738,195435,637331,448947,257,573,1303,1081,1190,612967,473019,610992,0
2017-01-29,51.800000000000004,43.4,4.8,262233,1256025,219738,195435,637331,448947,257,573,1303,1081,1190,612967,473019,610992,30
2017-01-15,51.800000000000004,43.4,4.8,262233,1256025,219738,195435,637331,448947,257,573,1303,1081,1190,612967,473019,610992,30
2017-01-22,51.800000000000004,43.4,4.8,262233,1256025,219738,195435,637331,448947,257,573,1303,1081,1190,612967,473019,610992,10
2017-01-01,51.8,43.4,4.8,262233,1256025,219738,195435,637331,448947,257,573,1303,1081,1190,612967,473019,610992,5
2009-08-16,53.0,40.2,6.8,201371,900112,157489,132567,501500,355776,261,418,616,792,586,423384,346668,396719,0
2009-08-30,53.0,40.2,6.8,201371,900112,157489,132567,501500,355776,261,418,616,792,586,423384,346668,396719,0
2009-08-02,53.0,40.2,6.8,201371,900112,157489,132567,501500,355776,261,418,616,792,586,423384,346668,396719,0
2009-08-09,53.0,40.2,6.8,201371,900112,157489,132567,501500,355776,261,418,616,792,586,423384,346668,396719,0
2009-08-23,53.0,40.2,6.8,201371,900112,157489,132567,501500,355776,261,418,616,792,586,423384,346668,396719,0
2017-02-19,41.5,52.75,5.75,259762,1277327,221923,196492,638437,452625,261,587,1234,1148,1271,613632,472945,612182,0
2017-02-26,41.5,52.75,5.7499999999999991,259762,1277327,221923,196492,638437,452625,261,587,1234,1148,1271,613632,472945,612182,12
2017-02-05,41.5,52.75,5.75,259762,1277327,221923,196492,638437,452625,261,587,1234,1148,1271,613632,472945,612182,4
2017-02-12,41.5,52.75,5.75,259762,1277327,221923,196492,638437,452625,261,587,1234,1148,1271,613632,472945,612182,16
2017-04-09,40.5,53.25,6.25,261384,1268229,225070,196038,638839,454258,268,598,1251,1069,1146,616059,473986,611125,0
2017-04-30,40.5,53.250000000000007,6.25,261384,1268229,225070,196038,638839,454258,268,598,1251,1069,1146,616059,473986,611125,28
2017-04-23,40.5,53.25,6.25,261384,1268229,225070,196038,638839,454258,268,598,1251,1069,1146,616059,473986,611125,8
2017-04-02,40.5,53.25,6.25,261384,1268229,225070,196038,638839,454258,268,598,1251,1069,1146,616059,473986,611125,16
2017-04-16,40.5,53.25,6.25,261384,1268229,225070,196038,638839,454258,268,598,1251,1069,1146,616059,473986,611125,4
2017-07-30,37.8,57.2,5.0,267755,1275620,217820,197260,641729,446837,277,572,1256,1173,1206,621419,473552,622548,0
2017-07-16,37.8,57.2,5.0,267755,1275620,217820,197260,641729,446837,277,572,1256,1173,1206,621419,473552,622548,0
2017-07-02,37.8,57.2,5.0,267755,1275620,217820,197260,641729,446837,277,572,1256,1173,1206,621419,473552,622548,5
2017-07-23,37.8,57.2,5.0,267755,1275620,217820,197260,641729,446837,277,572,1256,1173,1206,621419,473552,622548,10
2017-07-09,37.8,57.2,5.0,267755,1275620,217820,197260,641729,446837,277,572,1256,1173,1206,621419,473552,622548,5
2017-09-03,37.5,56.75,5.75,260363,1280026,228172,201125,649431,461137,282,637,1273,1113,1181,620184,484163,630221,0
2017-09-10,37.5,56.75,5.75,260363,1280026,228172,201125,649431,461137,282,637,1273,1113,1181,620184,484163,630221,0
2017-09-17,37.5,56.75,5.75,260363,1280026,228172,201125,649431,461137,282,637,1273,1113,1181,620184,484163,630221,0
2017-09-24,37.5,56.75,5.75,260363,1280026,228172,201125,649431,461137,282,637,1273,1113,1181,620184,484163,630221,4
2020-10-18,46.0,52.0,2.0,410655,1534371,231044,185603,694226,449054,282,1031,1613,1386,1543,610228,549271,662716,0
2020-10-25,46.0,52.0,2.0,410655,1534371,231044,185603,694226,449054,282,1031,1613,1386,1543,610228,549271,662716,1
2020-10-04,46.0,52.0,2.0,410655,1534371,231044,185603,694226,449054,282,1031,1613,1386,1543,610228,549271,662716,2
2020-10-11,46.0,52.0,2.0,410655,1534371,231044,185603,694226,449054,282,1031,1613,1386,1543,610228,549271,662716,2
2020-08-30,42.0,56.0,2.0,484732,1491409,223081,176135,694469,437213,284,1022,1529,1269,1401,589258,540423,650005,0
2020-08-23,42.0,56.0,2.0,484732,1491409,223081,176135,694469,437213,284,1022,1529,1269,1401,589258,540423,650005,1
2020-08-16,42.0,56.0,2.0,484732,1491409,223081,176135,694469,437213,284,1022,1529,1269,1401,589258,540423,650005,1
2020-08-09,42.0,56.0,2.0,484732,1491409,223081,176135,694469,437213,284,1022,1529,1269,1401,589258,540423,650005,4
2020-08-02,42.0,56.0,2.0,484732,1491409,223081,176135,694469,437213,284,1022,1529,1269,1401,589258,540423,650005,2
2020-09-06,44.5,53.5,2.0,434127,1510420,223838,181250,693257,440175,284,979,1624,1439,1463,599499,551131,654499,0
2020-09-27,44.5,53.5,2.0,434127,1510420,223838,181250,693257,440175,284,979,1624,1439,1463,599499,551131,654499,6
2020-09-13,44.5,53.5,2.0,434127,1510420,223838,181250,693257,440175,284,979,1624,1439,1463,599499,551131,654499,2
2020-09-20,44.5,53.5,2.0,434127,1510420,223838,181250,693257,440175,284,979,1624,1439,1463,599499,551131,654499,4
2017-10-08,36.8,57.8,5.4,272887,1283890,228049,202855,651751,463860,286,626,1356,1196,1257,620892,484848,628125,0
2017-10-29,36.8,57.8,5.4,272887,1283890,228049,202855,651751,463860,286,626,1356,1196,1257,620892,484848,628125,0
2017-10-01,36.8,57.8,5.4,272887,1283890,228049,202855,651751,463860,286,626,1356,1196,1257,620892,484848,628125,10
2017-10-15,36.8,57.8,5.4,272887,1283890,228049,202855,651751,463860,286,626,1356,1196,1257,620892,484848,628125,5
2017-10-22,36.8,57.8,5.3999999999999995,272887,1283890,228049,202855,651751,463860,286,626,1356,1196,1257,620892,484848,628125,10
2020-11-08,43.0,55.0,2.0,397374,1551966,231610,189348,700280,454377,288,877,1714,1262,1553,616251,544421,663302,0
2020-11-29,43.0,55.0,2.0,397374,1551966,231610,189348,700280,454377,288,877,1714,1262,1553,616251,544421,663302,0
2020-11-22,43.0,55.0,2.0,397374,1551966,231610,189348,700280,454377,288,877,1714,1262,1553,616251,544421,663302,0
2020-11-01,43.0,55.0,2.0,397374,1551966,231610,189348,700280,454377,288,877,1714,1262,1553,616251,544421,663302,1
2020-11-15,43.0,55.0,2.0,397374,1551966,231610,189348,700280,454377,288,877,1714,1262,1553,616251,544421,663302,1
2009-05-17,64.25,28.5,7.25,199777,920020,149255,127342,513838,339817,291,376,556,818,540,445384,334256,413161,0
2009-05-31,64.25,28.5,7.25,199777,920020,149255,127342,513838,339817,291,376,556,818,540,445384,334256,413161,0
2009-05-03,64.25,28.5,7.25,199777,920020,149255,127342,513838,339817,291,376,556,818,540,445384,334256,413161,0
2009-05-24,64.25,28.5,7.25,199777,920020,149255,127342,513838,339817,291,376,556,818,540,445384,334256,413161,0
2009-05-10,64.25,28.5,7.25,199777,920020,149255,127342,513838,339817,291,376,556,818,540,445384,334256,413161,4
2017-12-03,36.75,57.75,5.5,269327,1314355,240218,209690,659025,481816,293,630,1311,1200,1177,625639,492579,632608,0
2017-12-17,36.75,57.75,5.5,269327,1314355,240218,209690,659025,481816,293,630,1311,1200,1177,625639,492579,632608,0
2017-12-31,36.75,57.75,5.5,269327,1314355,240218,209690,659025,481816,293,630,1311,1200,1177,625639,492579,632608,0
2017-12-24,36.75,57.75,5.5,269327,1314355,240218,209690,659025,481816,293,630,1311,1200,1177,625639,492579,632608,12
2017-12-10,36.75,57.75,5.5,269327,1314355,240218,209690,659025,481816,293,630,1311,1200,1177,625639,492579,632608,4
2018-01-14,37.8,57.8,4.4,295584,1336820,227080,207272,660750,470594,293,590,1317,1208,1299,626871,490426,638324,0
2018-01-07,37.800000000000004,57.800000000000004,4.3999999999999995,295584,1336820,227080,207272,660750,470594,293,590,1317,1208,1299,626871,490426,638324,15
2018-01-21,37.8,57.8,4.4,295584,1336820,227080,207272,660750,470594,293,590,1317,1208,1299,626871,490426,638324,0
2018-01-28,37.8,57.8,4.4,295584,1336820,227080,207272,660750,470594,293,590,1317,1208,1299,626871,490426,638324,5
2018-03-11,39.25,55.75,5.0,289372,1346759,243135,213248,662878,486534,297,679,1385,1181,1318,627139,493022,644681,4
2018-03-25,39.25,55.75,5.0,289372,1346759,243135,213248,662878,486534,297,679,1385,1181,1318,627139,493022,644681,0
2018-03-18,39.25,55.75,5.0,289372,1346759,243135,213248,662878,486534,297,679,1385,1181,1318,627139,493022,644681,4
2018-03-04,39.25,55.75,5.0,289372,1346759,243135,213248,662878,486534,297,679,1385,1181,1318,627139,493022,644681,4
2020-12-27,39.0,57.0,4.0,351569,1573791,234080,195610,702416,464003,297,878,1744,1369,1635,623463,549300,666011,0
2020-12-13,39.0,57.0,4.0,351569,1573791,234080,195610,702416,464003,297,878,1744,1369,1635,623463,549300,666011,4
2020-12-06,39.0,57.0,4.0,351569,1573791,234080,195610,702416,464003,297,878,1744,1369,1635,623463,549300,666011,3
2020-12-20,39.0,57.0,4.0,351569,1573791,234080,195610,702416,464003,297,878,1744,1369,1635,623463,549300,666011,2
2009-04-05,63.25,28.75,8.0,198884,932482,147467,125323,517053,334449,300,337,521,846,478,452185,331352,418480,0
2009-04-19,63.25,28.75,8.0,198884,932482,147467,125323,517053,334449,300,337,521,846,478,452185,331352,418480,0
2009-04-26,63.25,28.75,8.0,198884,932482,147467,125323,517053,334449,300,337,521,846,478,452185,331352,418480,0
2009-04-12,63.25,28.75,8.0,198884,932482,147467,125323,517053,334449,300,337,521,846,478,452185,331352,418480,4
2018-04-29,40.6,53.8,5.6,285535,1355060,242184,212217,664666,486161,300,642,1378,1224,1276,630247,494498,644270,0
2018-04-01,40.6,53.8,5.6,285535,1355060,242184,212217,664666,486161,300,642,1378,1224,1276,630247,494498,644270,0
2018-04-22,40.6,53.8,5.6,285535,1355060,242184,212217,664666,486161,300,642,1378,1224,1276,630247,494498,644270,5
2018-04-08,40.6,53.8,5.6,285535,1355060,242184,212217,664666,486161,300,642,1378,1224,1276,630247,494498,644270,5
2018-04-15,40.6,53.8,5.6,285535,1355060,242184,212217,664666,486161,300,642,1378,1224,1276,630247,494498,644270,5
2020-06-21,38.0,57.0,5.0,376646,1461261,196254,159836,694705,403154,300,896,1338,1237,1254,576890,526970,645719,0
2020-06-07,38.0,57.0,5.0,376646,1461261,196254,159836,694705,403154,300,896,1338,1237,1254,576890,526970,645719,1
2020-06-28,38.0,57.0,5.0,376646,1461261,196254,159836,694705,403154,300,896,1338,1237,1254,576890,526970,645719,4
2020-06-14,38.0,57.0,5.0,376646,1461261,196254,159836,694705,403154,300,896,1338,1237,1254,576890,526970,645719,2
2021-01-03,45.5,49.5,5.0,488131,1601386,245054,198275,707510,483223,303,896,1883,1362,1639,626751,570510,675474,6
2021-01-17,45.5,49.5,5.0,488131,1601386,245054,198275,707510,483223,303,896,1883,1362,1639,626751,570510,675474,16
2021-01-31,45.5,49.5,5.0,488131,1601386,245054,198275,707510,483223,303,896,1883,1362,1639,626751,570510,675474,12
2021-01-24,45.5,49.5,5.0,488131,1601386,245054,198275,707510,483223,303,896,1883,1362,1639,626751,570510,675474,50
2021-01-10,45.5,49.5,5.0,488131,1601386,245054,198275,707510,483223,303,896,1883,1362,1639,626751,570510,675474,4
2018-06-03,42.5,53.0,4.5,296691,1342953,240396,213408,665684,489657,310,636,1345,1212,1192,634220,499218,644854,0
2018-06-10,42.5,53.0,4.5,296691,1342953,240396,213408,665684,489657,310,636,1345,1212,1192,634220,499218,644854,0
2018-06-24,42.5,53.0,4.5,296691,1342953,240396,213408,665684,489657,310,636,1345,1212,1192,634220,499218,644854,4
2018-06-17,42.5,53.0,4.5,296691,1342953,240396,213408,665684,489657,310,636,1345,1212,1192,634220,499218,644854,4
2021-02-07,56.0,40.0,4.0,432858,1580186,246694,194984,718230,487080,310,774,1715,1296,1407,625942,555489,681579,2
2021-02-14,56.0,40.0,4.0,432858,1580186,246694,194984,718230,487080,310,774,1715,1296,1407,625942,555489,681579,1
2021-02-21,56.0,40.0,4.0,432858,1580186,246694,194984,718230,487080,310,774,1715,1296,1407,625942,555489,681579,1
2021-02-28,56.0,40.0,4.0,432858,1580186,246694,194984,718230,487080,310,774,1715,1296,1407,625942,555489,681579,2
2021-03-21,54.0,42.0,4.0,449486,1610868,249140,207654,723375,492629,310,861,1732,1454,1668,615567,616348,687513,0
2021-03-14,54.0,42.0,4.0,449486,1610868,249140,207654,723375,492629,310,861,1732,1454,1668,615567,616348,687513,0
2021-03-28,54.0,42.0,4.0,449486,1610868,249140,207654,723375,492629,310,861,1732,1454,1668,615567,616348,687513,0
2021-03-07,54.0,42.0,4.0,449486,1610868,249140,207654,723375,492629,310,861,1732,1454,1668,615567,616348,687513,3
2009-03-01,62.0,27.6,10.4,198658,963793,146323,126478,523409,333431,311,339,513,839,505,458128,329747,424662,0
2009-03-29,62.0,27.6,10.4,198658,963793,146323,126478,523409,333431,311,339,513,839,505,458128,329747,424662,0
2009-03-22,62.0,27.6,10.4,198658,963793,146323,126478,523409,333431,311,339,513,839,505,458128,329747,424662,0
2009-03-15,62.0,27.6,10.4,198658,963793,146323,126478,523409,333431,311,339,513,839,505,458128,329747,424662,5
2009-03-08,62.0,27.6,10.4,198658,963793,146323,126478,523409,333431,311,339,513,839,505,458128,329747,424662,5
2020-05-24,44.0,52.5,3.5,298417,1452280,180205,145820,692535,376125,311,709,1260,1175,1053,594457,484978,653680,0
2020-05-17,44.0,52.5,3.5,298417,1452280,180205,145820,692535,376125,311,709,1260,1175,1053,594457,484978,653680,6
2020-05-31,44.0,52.5,3.5,298417,1452280,180205,145820,692535,376125,311,709,1260,1175,1053,594457,484978,653680,4
2020-05-10,44.0,52.5,3.5,298417,1452280,180205,145820,692535,376125,311,709,1260,1175,1053,594457,484978,653680,2
2020-05-03,44.0,52.5,3.5,298417,1452280,180205,145820,692535,376125,311,709,1260,1175,1053,594457,484978,653680,4
2018-07-01,41.4,54.2,4.4,291092,1337209,233263,211270,672994,482617,313,628,1334,1150,1208,636304,502255,647405,0
2018-07-29,41.4,54.2,4.4,291092,1337209,233263,211270,672994,482617,313,628,1334,1150,1208,636304,502255,647405,0
2018-07-08,41.4,54.2,4.4,291092,1337209,233263,211270,672994,482617,313,628,1334,1150,1208,636304,502255,647405,10
2018-07-22,41.4,54.2,4.4,291092,1337209,233263,211270,672994,482617,313,628,1334,1150,1208,636304,502255,647405,5
2018-07-15,41.4,54.2,4.4,291092,1337209,233263,211270,672994,482617,313,628,1334,1150,1208,636304,502255,647405,5
2019-11-10,43.0,54.0,3.0,294308,1462853,213862,211997,705404,447621,321,713,1527,1266,1353,659258,523120,680239,0
2019-11-17,43.0,54.0,3.0,294308,1462853,213862,211997,705404,447621,321,713,1527,1266,1353,659258,523120,680239,0
2019-11-24,43.0,54.0,3.0,294308,1462853,213862,211997,705404,447621,321,713,1527,1266,1353,659258,523120,680239,0
2019-11-03,43.0,54.0,3.0,294308,1462853,213862,211997,705404,447621,321,713,1527,1266,1353,659258,523120,680239,1
2019-12-08,45.0,51.0,4.0,315189,1468025,216524,212422,707662,450912,321,700,1451,1308,1548,655336,524954,679805,0
2019-12-22,45.0,51.0,4.0,315189,1468025,216524,212422,707662,450912,321,700,1451,1308,1548,655336,524954,679805,0
2019-12-15,45.0,51.0,4.0,315189,1468025,216524,212422,707662,450912,321,700,1451,1308,1548,655336,524954,679805,2
2019-12-01,45.0,51.0,4.0,315189,1468025,216524,212422,707662,450912,321,700,1451,1308,1548,655336,524954,679805,1
2019-12-29,45.0,51.0,4.0,315189,1468025,216524,212422,707662,450912,321,700,1451,1308,1548,655336,524954,679805,1
